Query_ID,Accession,Name,Description,Library,Library Release,Start_End
OFBKKLGO_00142_secY,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,270-292
OFBKKLGO_00142_secY,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,174-196
OFBKKLGO_00142_secY,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,62-84
OFBKKLGO_00142_secY,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,145-167
OFBKKLGO_00153_ecfT,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,152-169
OFBKKLGO_00153_ecfT,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,241-263
OFBKKLGO_00153_ecfT,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,115-137
OFBKKLGO_00153_ecfT,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,73-95
OFBKKLGO_00153_ecfT,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,26-58
OFBKKLGO_00161_cwlD,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,7-26
OFBKKLGO_00165_group_3395,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,12-31
OFBKKLGO_00172_panS_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,10-29
OFBKKLGO_00172_panS_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,259-281
OFBKKLGO_00172_panS_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,34-56
OFBKKLGO_00172_panS_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,100-122
OFBKKLGO_00172_panS_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,132-154
OFBKKLGO_00172_panS_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,71-93
OFBKKLGO_00172_panS_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,286-308
OFBKKLGO_00172_panS_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,230-252
OFBKKLGO_00172_panS_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,198-220
OFBKKLGO_00174_feuC_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,285-302
OFBKKLGO_00174_feuC_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,153-172
OFBKKLGO_00174_feuC_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,243-265
OFBKKLGO_00174_feuC_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,89-108
OFBKKLGO_00174_feuC_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,312-331
OFBKKLGO_00174_feuC_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,4-21
OFBKKLGO_00174_feuC_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,193-215
OFBKKLGO_00174_feuC_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,57-79
OFBKKLGO_00174_feuC_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,121-143
OFBKKLGO_00175_feuB_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,242-264
OFBKKLGO_00175_feuB_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,193-212
OFBKKLGO_00175_feuB_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,7-29
OFBKKLGO_00175_feuB_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,150-172
OFBKKLGO_00175_feuB_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,303-325
OFBKKLGO_00175_feuB_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,118-140
OFBKKLGO_00175_feuB_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,89-111
OFBKKLGO_00175_feuB_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,276-293
OFBKKLGO_00178_group_5792,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,7-24
OFBKKLGO_00181_group_3400,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,155-177
OFBKKLGO_00181_group_3400,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,210-229
OFBKKLGO_00181_group_3400,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,395-417
OFBKKLGO_00181_group_3400,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,424-446
OFBKKLGO_00181_group_3400,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,181-203
OFBKKLGO_00181_group_3400,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,358-380
OFBKKLGO_00181_group_3400,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,279-301
OFBKKLGO_00181_group_3400,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,326-345
OFBKKLGO_00181_group_3400,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,244-266
OFBKKLGO_00181_group_3400,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,121-143
OFBKKLGO_00186_rsiW,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,83-105
OFBKKLGO_00187_cdaA,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,44-66
OFBKKLGO_00187_cdaA,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,10-32
OFBKKLGO_00188_cdaR_1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,9-26
OFBKKLGO_00201_yifK,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,152-174
OFBKKLGO_00201_yifK,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,35-57
OFBKKLGO_00201_yifK,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,91-113
OFBKKLGO_00201_yifK,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,123-145
OFBKKLGO_00201_yifK,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,355-377
OFBKKLGO_00201_yifK,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,189-211
OFBKKLGO_00201_yifK,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,237-259
OFBKKLGO_00201_yifK,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,329-351
OFBKKLGO_00201_yifK,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,398-420
OFBKKLGO_00201_yifK,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,425-447
OFBKKLGO_00201_yifK,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,9-31
OFBKKLGO_00201_yifK,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,279-301
OFBKKLGO_00209_yolA,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,5-27
OFBKKLGO_00219_group_1688,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,5-27
OFBKKLGO_00219_group_1688,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,53-75
OFBKKLGO_00219_group_1688,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,32-49
OFBKKLGO_00225_group_16181,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,131-153
OFBKKLGO_00225_group_16181,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,13-35
OFBKKLGO_00225_group_16181,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,78-100
OFBKKLGO_00226_dedA,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,7-29
OFBKKLGO_00226_dedA,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,49-71
OFBKKLGO_00226_dedA,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,138-160
OFBKKLGO_00226_dedA,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,106-128
OFBKKLGO_00230_gltP,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,4-23
OFBKKLGO_00230_gltP,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,218-240
OFBKKLGO_00230_gltP,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,189-211
OFBKKLGO_00230_gltP,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,36-58
OFBKKLGO_00230_gltP,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,73-95
OFBKKLGO_00230_gltP,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,145-162
OFBKKLGO_00232_rocC_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,394-416
OFBKKLGO_00232_rocC_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,282-304
OFBKKLGO_00232_rocC_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,82-104
OFBKKLGO_00232_rocC_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,368-390
OFBKKLGO_00232_rocC_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,50-72
OFBKKLGO_00232_rocC_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,466-485
OFBKKLGO_00232_rocC_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,117-139
OFBKKLGO_00232_rocC_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,188-210
OFBKKLGO_00232_rocC_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,159-181
OFBKKLGO_00232_rocC_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,239-261
OFBKKLGO_00232_rocC_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,319-341
OFBKKLGO_00232_rocC_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,439-461
OFBKKLGO_00234_alsT_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,341-363
OFBKKLGO_00234_alsT_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,145-165
OFBKKLGO_00234_alsT_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,410-432
OFBKKLGO_00234_alsT_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,15-34
OFBKKLGO_00234_alsT_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,178-200
OFBKKLGO_00234_alsT_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,210-232
OFBKKLGO_00234_alsT_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,383-405
OFBKKLGO_00234_alsT_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,295-317
OFBKKLGO_00234_alsT_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,81-103
OFBKKLGO_00247_group_4415,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,7-29
OFBKKLGO_00247_group_4415,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,34-53
OFBKKLGO_00247_group_4415,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,66-85
OFBKKLGO_00247_group_4415,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,89-111
OFBKKLGO_00250_tatAd,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,5-22
OFBKKLGO_00251_tatC1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,208-225
OFBKKLGO_00251_tatC1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,43-65
OFBKKLGO_00251_tatC1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,80-102
OFBKKLGO_00251_tatC1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,229-251
OFBKKLGO_00251_tatC1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,174-196
OFBKKLGO_00251_tatC1,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,121-143
OFBKKLGO_00254_emrY,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,269-291
OFBKKLGO_00254_emrY,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,301-323
OFBKKLGO_00254_emrY,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,16-38
OFBKKLGO_00254_emrY,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,138-157
OFBKKLGO_00254_emrY,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,202-219
OFBKKLGO_00254_emrY,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,400-422
OFBKKLGO_00254_emrY,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,109-131
OFBKKLGO_00254_emrY,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,446-468
OFBKKLGO_00254_emrY,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,167-189
OFBKKLGO_00254_emrY,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,229-248
OFBKKLGO_00254_emrY,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,357-379
OFBKKLGO_00254_emrY,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,53-75
OFBKKLGO_00254_emrY,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,82-104
OFBKKLGO_00254_emrY,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,335-352
OFBKKLGO_00256_estA,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,7-29
OFBKKLGO_00256_estA,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,39-61
OFBKKLGO_00270_znuB,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,51-73
OFBKKLGO_00270_znuB,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,88-110
OFBKKLGO_00270_znuB,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,245-267
OFBKKLGO_00270_znuB,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,178-200
OFBKKLGO_00270_znuB,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,130-147
OFBKKLGO_00270_znuB,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,213-235
OFBKKLGO_00270_znuB,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,10-30
OFBKKLGO_00275_alx,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,219-241
OFBKKLGO_00275_alx,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,67-89
OFBKKLGO_00275_alx,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,164-186
OFBKKLGO_00275_alx,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,132-149
OFBKKLGO_00275_alx,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,198-215
OFBKKLGO_00275_alx,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,33-55
OFBKKLGO_00275_alx,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,93-112
OFBKKLGO_00278_naiP,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,50-69
OFBKKLGO_00278_naiP,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,136-158
OFBKKLGO_00278_naiP,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,162-181
OFBKKLGO_00278_naiP,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,107-129
OFBKKLGO_00278_naiP,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,13-35
OFBKKLGO_00278_naiP,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,368-390
OFBKKLGO_00278_naiP,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,280-297
OFBKKLGO_00278_naiP,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,344-363
OFBKKLGO_00278_naiP,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,302-324
OFBKKLGO_00278_naiP,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,254-273
OFBKKLGO_00278_naiP,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,217-239
OFBKKLGO_00278_naiP,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,81-103
OFBKKLGO_00281_opuAB,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,15-37
OFBKKLGO_00281_opuAB,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,241-263
OFBKKLGO_00281_opuAB,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,140-162
OFBKKLGO_00281_opuAB,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,44-66
OFBKKLGO_00281_opuAB,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,94-116
OFBKKLGO_00281_opuAB,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,70-87
OFBKKLGO_00281_opuAB,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,209-231
OFBKKLGO_00285_group_1707,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,35-57
OFBKKLGO_00285_group_1707,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,7-25
OFBKKLGO_00285_group_1707,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,77-94
OFBKKLGO_00285_group_1707,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,104-123
OFBKKLGO_00287_ldh_2,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,9-31
OFBKKLGO_00296_dgoT,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,409-428
OFBKKLGO_00296_dgoT,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,58-80
OFBKKLGO_00296_dgoT,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,315-337
OFBKKLGO_00296_dgoT,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,377-399
OFBKKLGO_00296_dgoT,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,281-303
OFBKKLGO_00296_dgoT,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,20-37
OFBKKLGO_00296_dgoT,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,342-364
OFBKKLGO_00296_dgoT,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,95-117
OFBKKLGO_00296_dgoT,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,150-172
OFBKKLGO_00296_dgoT,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,245-266
OFBKKLGO_00296_dgoT,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,176-195
OFBKKLGO_00297_aroK,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,13-32
OFBKKLGO_00304_ycgT,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,10-27
OFBKKLGO_00311_group_4434,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,88-110
OFBKKLGO_00311_group_4434,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,45-67
OFBKKLGO_00311_group_4434,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,13-35
OFBKKLGO_00312_group_3426,TMhelix,,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,2.0c,5-24
