Query_ID,Accession,Name,Description,Library,Library Release,Start_End
OFBKKLGO_00059_mfd,PTHR14025:SF29,TRANSCRIPTION-REPAIR-COUPLING FACTOR,,PANTHER,14.1,33-1168
OFBKKLGO_00059_mfd,PTHR14025,FAMILY NOT NAMED,,PANTHER,14.1,33-1168
OFBKKLGO_00061_murJ_1,PTHR30250,PST FAMILY PREDICTED COLANIC ACID TRANSPORTER,,PANTHER,14.1,7-521
OFBKKLGO_00061_murJ_1,PTHR30250:SF20,,,PANTHER,14.1,7-521
OFBKKLGO_00062_group_3077,PTHR30522,NUCLEOSIDE TRIPHOSPHATE PYROPHOSPHOHYDROLASE,,PANTHER,14.1,203-489
OFBKKLGO_00066_divIC,PTHR40027,FAMILY NOT NAMED,,PANTHER,14.1,4-124
OFBKKLGO_00067_pnp_1,PTHR10724,S1 RNA-BINDING DOMAIN-CONTAINING PROTEIN 1,,PANTHER,14.1,3-99
OFBKKLGO_00071_tilS,PTHR43033:SF1,TRNA(ILE)-LYSIDINE SYNTHASE,,PANTHER,14.1,9-458
OFBKKLGO_00071_tilS,PTHR43033,FAMILY NOT NAMED,,PANTHER,14.1,9-458
OFBKKLGO_00072_hpt,PTHR43340,FAMILY NOT NAMED,,PANTHER,14.1,2-178
OFBKKLGO_00072_hpt,PTHR43340:SF1,HYPOXANTHINE PHOSPHORIBOSYLTRANSFERASE,,PANTHER,14.1,2-178
OFBKKLGO_00073_ftsH,PTHR23076:SF97,"ATP-DEPENDENT ZINC METALLOPROTEASE FTSH 1, CHLOROPLASTIC-RELATED",,PANTHER,14.1,4-610
OFBKKLGO_00073_ftsH,PTHR23076,METALLOPROTEASE M41 FTSH,,PANTHER,14.1,4-610
OFBKKLGO_00074_coaX,PTHR34265,FAMILY NOT NAMED,,PANTHER,14.1,2-242
OFBKKLGO_00075_hslO,PTHR30111,HEAT-SHOCK PROTEIN HSP33,,PANTHER,14.1,2-288
OFBKKLGO_00077_cysK_1,PTHR10314:SF185,CYSTEINE SYNTHASE A,,PANTHER,14.1,3-306
OFBKKLGO_00077_cysK_1,PTHR10314,SER/THR DEHYDRATASE AND TRP SYNTHASE FAMILY MEMBER,,PANTHER,14.1,3-306
OFBKKLGO_00078_pabB,PTHR11236,AMINOBENZOATE/ANTHRANILATE SYNTHASE,,PANTHER,14.1,10-468
OFBKKLGO_00078_pabB,PTHR11236:SF9,ANTHRANILATE SYNTHASE COMPONENT 1,,PANTHER,14.1,10-468
OFBKKLGO_00079_pabA,PTHR43418:SF4,MULTIFUNCTIONAL TRYPTOPHAN BIOSYNTHESIS PROTEIN,,PANTHER,14.1,2-192
OFBKKLGO_00079_pabA,PTHR43418,FAMILY NOT NAMED,,PANTHER,14.1,2-192
OFBKKLGO_00080_pabC,PTHR42743:SF15,,,PANTHER,14.1,2-281
OFBKKLGO_00080_pabC,PTHR42743,FAMILY NOT NAMED,,PANTHER,14.1,2-281
OFBKKLGO_00081_folP,PTHR20941,FOLATE SYNTHESIS PROTEINS,,PANTHER,14.1,18-277
OFBKKLGO_00082_folB,PTHR42844,FAMILY NOT NAMED,,PANTHER,14.1,2-119
OFBKKLGO_00082_folB,PTHR42844:SF1,DIHYDRONEOPTERIN ALDOLASE 1-RELATED,,PANTHER,14.1,2-119
OFBKKLGO_00083_sulD,PTHR43071,FAMILY NOT NAMED,,PANTHER,14.1,1-143
OFBKKLGO_00083_sulD,PTHR43071:SF1,2-AMINO-4-HYDROXY-6-HYDROXYMETHYLDIHYDROPTERIDINE PYROPHOSPHOKINASE,,PANTHER,14.1,1-143
OFBKKLGO_00085_dusB,PTHR11082,TRNA-DIHYDROURIDINE SYNTHASE,,PANTHER,14.1,3-324
OFBKKLGO_00085_dusB,PTHR11082:SF25,TRNA-DIHYDROURIDINE SYNTHASE B,,PANTHER,14.1,3-324
OFBKKLGO_00086_lysS,PTHR42918:SF9,"LYSINE--TRNA LIGASE, CHLOROPLASTIC/MITOCHONDRIAL",,PANTHER,14.1,3-498
OFBKKLGO_00086_lysS,PTHR42918,FAMILY NOT NAMED,,PANTHER,14.1,3-498
OFBKKLGO_00088_ctsR,PTHR40028,FAMILY NOT NAMED,,PANTHER,14.1,3-153
OFBKKLGO_00089_mcsA,PTHR38430,FAMILY NOT NAMED,,PANTHER,14.1,11-120
OFBKKLGO_00090_mcsB,PTHR11547:SF38,,,PANTHER,14.1,18-258
OFBKKLGO_00090_mcsB,PTHR11547,ARGININE OR CREATINE KINASE,,PANTHER,14.1,18-258
OFBKKLGO_00091_clpC,PTHR11638,ATP-DEPENDENT CLP PROTEASE,,PANTHER,14.1,2-806
OFBKKLGO_00091_clpC,PTHR11638:SF155,,,PANTHER,14.1,2-806
OFBKKLGO_00093_disA,PTHR34185:SF3,,,PANTHER,14.1,6-358
OFBKKLGO_00093_disA,PTHR34185,FAMILY NOT NAMED,,PANTHER,14.1,6-358
OFBKKLGO_00094_yacL,PTHR11603:SF147,,,PANTHER,14.1,1-362
OFBKKLGO_00094_yacL,PTHR11603,AAA FAMILY ATPASE,,PANTHER,14.1,1-362
OFBKKLGO_00095_ispD,PTHR32125:SF4,"2-C-METHYL-D-ERYTHRITOL 4-PHOSPHATE CYTIDYLYLTRANSFERASE, CHLOROPLASTIC",,PANTHER,14.1,2-230
OFBKKLGO_00095_ispD,PTHR32125,FAMILY NOT NAMED,,PANTHER,14.1,2-230
OFBKKLGO_00096_ispF,PTHR43181,FAMILY NOT NAMED,,PANTHER,14.1,2-157
OFBKKLGO_00097_gltX,PTHR43311:SF2,"GLUTAMATE--TRNA LIGASE, MITOCHONDRIAL-RELATED",,PANTHER,14.1,2-482
OFBKKLGO_00097_gltX,PTHR43311,FAMILY NOT NAMED,,PANTHER,14.1,2-482
OFBKKLGO_00099_cysE,PTHR42811,FAMILY NOT NAMED,,PANTHER,14.1,4-200
OFBKKLGO_00099_cysE,PTHR42811:SF5,SERINE ACETYLTRANSFERASE 5,,PANTHER,14.1,4-200
OFBKKLGO_00100_cysS,PTHR10890,CYSTEINYL-TRNA SYNTHETASE,,PANTHER,14.1,2-460
OFBKKLGO_00101_mrnC,PTHR34276,FAMILY NOT NAMED,,PANTHER,14.1,7-135
OFBKKLGO_00102_group_5781,PTHR46429,FAMILY NOT NAMED,,PANTHER,14.1,1-245
OFBKKLGO_00102_group_5781,PTHR46429:SF1,23S RRNA (GUANOSINE-2'-O-)-METHYLTRANSFERASE RLMB,,PANTHER,14.1,1-245
OFBKKLGO_00103_yacP,PTHR34547,FAMILY NOT NAMED,,PANTHER,14.1,2-167
OFBKKLGO_00104_sigH,PTHR30385,SIGMA FACTOR F  FLAGELLAR,,PANTHER,14.1,19-216
OFBKKLGO_00104_sigH,PTHR30385:SF1,,,PANTHER,14.1,19-216
OFBKKLGO_00105_secE,PTHR33910,FAMILY NOT NAMED,,PANTHER,14.1,2-58
OFBKKLGO_00106_nusG_1,PTHR30265:SF2,TRANSCRIPTION TERMINATION/ANTITERMINATION PROTEIN NUSG,,PANTHER,14.1,2-176
OFBKKLGO_00106_nusG_1,PTHR30265,RHO-INTERACTING TRANSCRIPTION TERMINATION FACTOR NUSG,,PANTHER,14.1,2-176
OFBKKLGO_00107_rplK,PTHR11661,60S RIBOSOMAL PROTEIN L12,,PANTHER,14.1,2-141
OFBKKLGO_00107_rplK,PTHR11661:SF10,,,PANTHER,14.1,2-141
OFBKKLGO_00108_rplA,PTHR23105,RIBOSOMAL PROTEIN L7AE FAMILY MEMBER,,PANTHER,14.1,10-230
OFBKKLGO_00108_rplA,PTHR23105:SF115,,,PANTHER,14.1,10-230
OFBKKLGO_00110_rplJ,PTHR11560:SF8,"39S RIBOSOMAL PROTEIN L10, MITOCHONDRIAL",,PANTHER,14.1,6-155
OFBKKLGO_00110_rplJ,PTHR11560,FAMILY NOT NAMED,,PANTHER,14.1,6-155
OFBKKLGO_00111_rplL,PTHR45987,FAMILY NOT NAMED,,PANTHER,14.1,4-123
OFBKKLGO_00111_rplL,PTHR45987:SF4,"39S RIBOSOMAL PROTEIN L12, MITOCHONDRIAL",,PANTHER,14.1,4-123
OFBKKLGO_00112_rlmG,PTHR47816,FAMILY NOT NAMED,,PANTHER,14.1,8-200
OFBKKLGO_00112_rlmG,PTHR47816:SF4,RIBOSOMAL RNA SMALL SUBUNIT METHYLTRANSFERASE C,,PANTHER,14.1,8-200
OFBKKLGO_00113_rpoB,PTHR20856,DNA-DIRECTED RNA POLYMERASE I SUBUNIT 2,,PANTHER,14.1,20-1149
OFBKKLGO_00113_rpoB,PTHR20856:SF20,DNA-DIRECTED RNA POLYMERASE SUBUNIT BETA,,PANTHER,14.1,20-1149
OFBKKLGO_00114_rpoC,PTHR19376:SF32,DNA-DIRECTED RNA POLYMERASE III SUBUNIT RPC1,,PANTHER,14.1,5-1183
OFBKKLGO_00114_rpoC,PTHR19376,DNA-DIRECTED RNA POLYMERASE,,PANTHER,14.1,5-1183
OFBKKLGO_00116_rpsL,PTHR11652,30S RIBOSOMAL PROTEIN S12 FAMILY MEMBER,,PANTHER,14.1,1-135
OFBKKLGO_00116_rpsL,PTHR11652:SF1,"28S RIBOSOMAL PROTEIN S12, MITOCHONDRIAL",,PANTHER,14.1,1-135
OFBKKLGO_00117_rpsG,PTHR11205,RIBOSOMAL PROTEIN S7,,PANTHER,14.1,5-156
OFBKKLGO_00117_rpsG,PTHR11205:SF19,"28S RIBOSOMAL PROTEIN S7, MITOCHONDRIAL",,PANTHER,14.1,5-156
OFBKKLGO_00118_fusA,PTHR43261,FAMILY NOT NAMED,,PANTHER,14.1,3-688
OFBKKLGO_00119_tuf,PTHR43721,FAMILY NOT NAMED,,PANTHER,14.1,1-395
OFBKKLGO_00119_tuf,PTHR43721:SF5,"ELONGATION FACTOR TU, CHLOROPLASTIC",,PANTHER,14.1,1-395
OFBKKLGO_00121_rpsJ,PTHR11700:SF9,"37S RIBOSOMAL PROTEIN S10, MITOCHONDRIAL",,PANTHER,14.1,2-102
OFBKKLGO_00121_rpsJ,PTHR11700,30S RIBOSOMAL PROTEIN S10 FAMILY MEMBER,,PANTHER,14.1,2-102
OFBKKLGO_00122_rplC,PTHR11229,50S RIBOSOMAL PROTEIN L3,,PANTHER,14.1,3-208
OFBKKLGO_00123_rplD,PTHR10746,50S RIBOSOMAL PROTEIN L4,,PANTHER,14.1,6-206
OFBKKLGO_00124_rplW,PTHR11620:SF2,RIBOSOMAL PROTEIN L23A,,PANTHER,14.1,3-92
OFBKKLGO_00124_rplW,PTHR11620,60S RIBOSOMAL PROTEIN L23A,,PANTHER,14.1,3-92
OFBKKLGO_00125_rplB,PTHR13691,RIBOSOMAL PROTEIN L2,,PANTHER,14.1,10-276
OFBKKLGO_00125_rplB,PTHR13691:SF5,"39S RIBOSOMAL PROTEIN L2, MITOCHONDRIAL",,PANTHER,14.1,10-276
OFBKKLGO_00126_rpsS,PTHR11880,RIBOSOMAL PROTEIN S19P FAMILY MEMBER,,PANTHER,14.1,1-89
OFBKKLGO_00126_rpsS,PTHR11880:SF8,"37S RIBOSOMAL PROTEIN S19, MITOCHONDRIAL",,PANTHER,14.1,1-89
OFBKKLGO_00127_rplV,PTHR13501,CHLOROPLAST 50S RIBOSOMAL PROTEIN L22-RELATED,,PANTHER,14.1,3-112
OFBKKLGO_00127_rplV,PTHR13501:SF8,"39S RIBOSOMAL PROTEIN L22, MITOCHONDRIAL",,PANTHER,14.1,3-112
OFBKKLGO_00128_rpsC,PTHR11760:SF19,30S RIBOSOMAL PROTEIN S3,,PANTHER,14.1,2-205
OFBKKLGO_00128_rpsC,PTHR11760,30S/40S RIBOSOMAL PROTEIN S3,,PANTHER,14.1,2-205
OFBKKLGO_00129_rplP,PTHR12220,50S/60S RIBOSOMAL PROTEIN L16,,PANTHER,14.1,1-136
OFBKKLGO_00130_rpmC,PTHR10916,60S RIBOSOMAL PROTEIN L35/50S RIBOSOMAL PROTEIN L29,,PANTHER,14.1,1-64
OFBKKLGO_00131_rpsQ,PTHR10744:SF1,"37S RIBOSOMAL PROTEIN S17, MITOCHONDRIAL",,PANTHER,14.1,3-86
OFBKKLGO_00131_rpsQ,PTHR10744,40S RIBOSOMAL PROTEIN S11 FAMILY MEMBER,,PANTHER,14.1,3-86
OFBKKLGO_00132_rplN,PTHR11761:SF3,"54S RIBOSOMAL PROTEIN L38, MITOCHONDRIAL",,PANTHER,14.1,1-122
OFBKKLGO_00132_rplN,PTHR11761,50S/60S RIBOSOMAL PROTEIN L14/L23,,PANTHER,14.1,1-122
OFBKKLGO_00133_rplX,PTHR12903,MITOCHONDRIAL RIBOSOMAL PROTEIN L24,,PANTHER,14.1,1-103
OFBKKLGO_00134_rplE,PTHR11994,60S RIBOSOMAL PROTEIN L11-RELATED,,PANTHER,14.1,9-178
OFBKKLGO_00134_rplE,PTHR11994:SF4,"54S RIBOSOMAL PROTEIN L7, MITOCHONDRIAL",,PANTHER,14.1,9-178
OFBKKLGO_00135_rpsN1,PTHR19836:SF26,,,PANTHER,14.1,1-61
OFBKKLGO_00135_rpsN1,PTHR19836,30S RIBOSOMAL PROTEIN S14,,PANTHER,14.1,1-61
OFBKKLGO_00136_rpsH,PTHR11758,40S RIBOSOMAL PROTEIN S15A,,PANTHER,14.1,1-132
OFBKKLGO_00136_rpsH,PTHR11758:SF29,,,PANTHER,14.1,1-132
OFBKKLGO_00137_rplF,PTHR11655,60S/50S RIBOSOMAL PROTEIN L6/L9,,PANTHER,14.1,2-178
OFBKKLGO_00137_rplF,PTHR11655:SF14,"54S RIBOSOMAL PROTEIN L6, MITOCHONDRIAL",,PANTHER,14.1,2-178
OFBKKLGO_00138_rplR,PTHR12899:SF3,"39S RIBOSOMAL PROTEIN L18, MITOCHONDRIAL",,PANTHER,14.1,5-120
OFBKKLGO_00138_rplR,PTHR12899,"39S RIBOSOMAL PROTEIN L18, MITOCHONDRIAL",,PANTHER,14.1,5-120
OFBKKLGO_00139_rpsE,PTHR13718,RIBOSOMAL S SUBUNIT,,PANTHER,14.1,12-167
OFBKKLGO_00139_rpsE,PTHR13718:SF94,"30S RIBOSOMAL PROTEIN S5, CHLOROPLASTIC",,PANTHER,14.1,12-167
OFBKKLGO_00140_rpmD,PTHR15892,MITOCHONDRIAL RIBOSOMAL PROTEIN L30,,PANTHER,14.1,1-58
OFBKKLGO_00141_rplO,PTHR12934:SF11,"54S RIBOSOMAL PROTEIN L10, MITOCHONDRIAL",,PANTHER,14.1,1-145
OFBKKLGO_00141_rplO,PTHR12934,50S RIBOSOMAL PROTEIN L15,,PANTHER,14.1,1-145
OFBKKLGO_00142_secY,PTHR10906,SECY/SEC61-ALPHA FAMILY MEMBER,,PANTHER,14.1,8-430
OFBKKLGO_00142_secY,PTHR10906:SF2,"PREPROTEIN TRANSLOCASE SUBUNIT SCY2, CHLOROPLASTIC",,PANTHER,14.1,8-430
OFBKKLGO_00143_adk,PTHR23359,NUCLEOTIDE KINASE,,PANTHER,14.1,3-212
OFBKKLGO_00143_adk,PTHR23359:SF168,,,PANTHER,14.1,3-212
OFBKKLGO_00144_map,PTHR43330:SF8,"METHIONINE AMINOPEPTIDASE 1D, MITOCHONDRIAL",,PANTHER,14.1,2-247
OFBKKLGO_00144_map,PTHR43330,FAMILY NOT NAMED,,PANTHER,14.1,2-247
OFBKKLGO_00145_infA,PTHR33370,FAMILY NOT NAMED,,PANTHER,14.1,2-72
OFBKKLGO_00145_infA,PTHR33370:SF1,"TRANSLATION INITIATION FACTOR IF-1, CHLOROPLASTIC",,PANTHER,14.1,2-72
OFBKKLGO_00146_rpmJ,PTHR42888,FAMILY NOT NAMED,,PANTHER,14.1,1-37
OFBKKLGO_00147_rpsM,PTHR10871,30S RIBOSOMAL PROTEIN S13/40S RIBOSOMAL PROTEIN S18,,PANTHER,14.1,1-121
OFBKKLGO_00147_rpsM,PTHR10871:SF1,"37S RIBOSOMAL PROTEIN SWS2, MITOCHONDRIAL",,PANTHER,14.1,1-121
OFBKKLGO_00148_rpsK,PTHR11759:SF13,,,PANTHER,14.1,2-131
OFBKKLGO_00148_rpsK,PTHR11759,40S RIBOSOMAL PROTEIN S14/30S RIBOSOMAL PROTEIN S11,,PANTHER,14.1,2-131
OFBKKLGO_00149_rpoA,PTHR32108,FAMILY NOT NAMED,,PANTHER,14.1,9-313
OFBKKLGO_00149_rpoA,PTHR32108:SF0,DNA-DIRECTED RNA POLYMERASE SUBUNIT ALPHA,,PANTHER,14.1,9-313
OFBKKLGO_00150_rplQ,PTHR14413,RIBOSOMAL PROTEIN L17,,PANTHER,14.1,3-120
OFBKKLGO_00150_rplQ,PTHR14413:SF16,"39S RIBOSOMAL PROTEIN L17, MITOCHONDRIAL",,PANTHER,14.1,3-120
OFBKKLGO_00151_ecfA1,PTHR43553,FAMILY NOT NAMED,,PANTHER,14.1,6-264
OFBKKLGO_00151_ecfA1,PTHR43553:SF16,,,PANTHER,14.1,6-264
OFBKKLGO_00152_ecfA2,PTHR43553,FAMILY NOT NAMED,,PANTHER,14.1,3-280
OFBKKLGO_00152_ecfA2,PTHR43553:SF8,,,PANTHER,14.1,3-280
OFBKKLGO_00153_ecfT,PTHR33514:SF4,,,PANTHER,14.1,2-264
OFBKKLGO_00153_ecfT,PTHR33514,FAMILY NOT NAMED,,PANTHER,14.1,2-264
OFBKKLGO_00154_truA,PTHR11142:SF0,TRNA PSEUDOURIDINE SYNTHASE,,PANTHER,14.1,2-246
OFBKKLGO_00154_truA,PTHR11142,PSEUDOURIDYLATE SYNTHASE,,PANTHER,14.1,2-246
OFBKKLGO_00156_rplM,PTHR11545:SF2,"39S RIBOSOMAL PROTEIN L13, MITOCHONDRIAL",,PANTHER,14.1,8-141
OFBKKLGO_00156_rplM,PTHR11545,RIBOSOMAL PROTEIN L13,,PANTHER,14.1,8-141
OFBKKLGO_00157_rpsI,PTHR21569:SF1,"28S RIBOSOMAL PROTEIN S9, MITOCHONDRIAL",,PANTHER,14.1,4-130
OFBKKLGO_00157_rpsI,PTHR21569,RIBOSOMAL PROTEIN S9,,PANTHER,14.1,4-130
OFBKKLGO_00158_group_4401,PTHR42912,FAMILY NOT NAMED,,PANTHER,14.1,1-254
OFBKKLGO_00158_group_4401,PTHR42912:SF6,,,PANTHER,14.1,1-254
OFBKKLGO_00161_cwlD,PTHR30032,N-ACETYLMURAMOYL-L-ALANINE AMIDASE-RELATED,,PANTHER,14.1,1-237
OFBKKLGO_00161_cwlD,PTHR30032:SF5,,,PANTHER,14.1,1-237
OFBKKLGO_00162_salA,PTHR42961:SF2,"FE-S CLUSTER ASSEMBLY FACTOR HCF101, CHLOROPLASTIC",,PANTHER,14.1,6-349
OFBKKLGO_00162_salA,PTHR42961,FAMILY NOT NAMED,,PANTHER,14.1,6-349
OFBKKLGO_00165_group_3395,PTHR10587:SF128,,,PANTHER,14.1,2-254
OFBKKLGO_00165_group_3395,PTHR10587,GLYCOSYL TRANSFERASE-RELATED,,PANTHER,14.1,2-254
OFBKKLGO_00168_lysJ,PTHR11986,AMINOTRANSFERASE CLASS III,,PANTHER,14.1,13-422
OFBKKLGO_00168_lysJ,PTHR11986:SF58,,,PANTHER,14.1,13-422
OFBKKLGO_00169_group_3396,PTHR20854:SF42,INOSITOL-1-MONOPHOSPHATASE,,PANTHER,14.1,30-216
OFBKKLGO_00169_group_3396,PTHR20854,INOSITOL MONOPHOSPHATASE,,PANTHER,14.1,30-216
OFBKKLGO_00170_gutB_1,PTHR43401,FAMILY NOT NAMED,,PANTHER,14.1,1-322
OFBKKLGO_00172_panS_1,PTHR10361,SODIUM-BILE ACID COTRANSPORTER,,PANTHER,14.1,21-309
OFBKKLGO_00172_panS_1,PTHR10361:SF28,RH04535P,,PANTHER,14.1,21-309
OFBKKLGO_00174_feuC_1,PTHR30472:SF23,,,PANTHER,14.1,3-335
OFBKKLGO_00174_feuC_1,PTHR30472,FERRIC ENTEROBACTIN TRANSPORT SYSTEM PERMEASE PROTEIN,,PANTHER,14.1,3-335
OFBKKLGO_00175_feuB_1,PTHR30472,FERRIC ENTEROBACTIN TRANSPORT SYSTEM PERMEASE PROTEIN,,PANTHER,14.1,2-333
OFBKKLGO_00175_feuB_1,PTHR30472:SF30,,,PANTHER,14.1,2-333
