Query_ID,Accession,Name,Description,Library,Library Release,Start_End
OFBKKLGO_00819_ssuB_1,SM00382,AAA_5,,SMART,7.1,31-221
OFBKKLGO_00820_ssuA,SM00062,AABind_6,,SMART,7.1,32-267
OFBKKLGO_00826_group_841,SM00530,mbf_short4,,SMART,7.1,5-60
OFBKKLGO_00835_group_4509,SM00763,aaa_prka2seq5,,SMART,7.1,21-371
OFBKKLGO_00837_group_3496,SM00347,marrlong4,,SMART,7.1,31-131
OFBKKLGO_00845_bcrA_2,SM00382,AAA_5,,SMART,7.1,29-209
OFBKKLGO_00848_cspB,SM00357,csp_8,,SMART,7.1,3-66
OFBKKLGO_00861_hrp1_1,SM00116,cbs_1,,SMART,7.1,11-58;75-122
OFBKKLGO_00870_group_493,SM00065,gaf_1,,SMART,7.1,24-176
OFBKKLGO_00870_group_493,SM00387,HKATPase_4,,SMART,7.1,280-374
OFBKKLGO_00875_lytF,SM00257,LysM_2,,SMART,7.1,166-209;93-136;234-277;301-344;28-71
OFBKKLGO_00879_phoA,SM00098,alk_phosph_2,,SMART,7.1,48-458
OFBKKLGO_00889_plsC,SM00563,plsc_2,,SMART,7.1,33-144
OFBKKLGO_00890_group_16026,SM01091,CorC_HlyC_2,,SMART,7.1,354-431
OFBKKLGO_00891_group_5913,SM00422,merrmega3,,SMART,7.1,11-79
OFBKKLGO_00893_pksF,SM00825,PKS_KS,Beta-ketoacyl synthase,SMART,7.1,11-410
OFBKKLGO_00894_group_2741,SM01091,CorC_HlyC_2,,SMART,7.1,357-433
OFBKKLGO_00906_yheI,SM00382,AAA_5,,SMART,7.1,363-549
OFBKKLGO_00907_yheH,SM00382,AAA_5,,SMART,7.1,455-641
OFBKKLGO_00917_hemZ,SM00729,MiaB,,SMART,7.1,171-395
OFBKKLGO_00928_yhaM,SM00471,hd_13,,SMART,7.1,156-288
OFBKKLGO_00933_hpr,SM00347,marrlong4,,SMART,7.1,37-137
OFBKKLGO_00939_ecsA_1,SM00382,AAA_5,,SMART,7.1,28-213
OFBKKLGO_00955_group_4539,SM00849,Lactamase_B_5a,,SMART,7.1,18-211
OFBKKLGO_00963_pspB,SM00855,PGAM_5,,SMART,7.1,3-146
OFBKKLGO_00967_hemAT,SM00283,MA_2,,SMART,7.1,192-425
OFBKKLGO_00970_group_3518,SM00914,IDEAL_2,,SMART,7.1,34-70
OFBKKLGO_00975_group_1431,SM00894,Excalibur_2,,SMART,7.1,33-88
OFBKKLGO_00983_pchR,SM00347,marrlong4,,SMART,7.1,45-148
OFBKKLGO_01038_spoIIAB,SM00387,HKATPase_4,,SMART,7.1,35-140
OFBKKLGO_01067_rluB,SM00363,s4_6,,SMART,7.1,2-63
OFBKKLGO_01072_resE,SM00388,HisKA_10,,SMART,7.1,364-431
OFBKKLGO_01072_resE,SM00387,HKATPase_4,,SMART,7.1,477-589
OFBKKLGO_01072_resE,SM00091,pas_2,,SMART,7.1,253-320
OFBKKLGO_01072_resE,SM00304,HAMP_11,,SMART,7.1,194-246
OFBKKLGO_01080_dbpA_2,SM00487,ultradead3,,SMART,7.1,1-174
OFBKKLGO_01080_dbpA_2,SM00490,helicmild6,,SMART,7.1,206-288
OFBKKLGO_01087_gudB,SM00839,ELFV_dehydrog_3,,SMART,7.1,193-422
OFBKKLGO_01095_ypfD,SM00316,S1_6,,SMART,7.1,14-84;100-163;182-252;267-338
OFBKKLGO_01105_hupA,SM00411,bhlneu,,SMART,7.1,1-90
OFBKKLGO_01111_ndk,SM00562,ndk_5,,SMART,7.1,1-138
OFBKKLGO_01112_cheR,SM00138,methyl_trans_3,,SMART,7.1,1-254
OFBKKLGO_01126_bepA,SM00028,tpr_5,,SMART,7.1,340-373;171-204;272-305;238-271;374-407;135-168
OFBKKLGO_01127_group_16284,SM00914,IDEAL_2,,SMART,7.1,139-175
OFBKKLGO_01134_oxdC_1,SM00835,Cupin_1_3,,SMART,7.1,234-375;56-198
OFBKKLGO_01138_mgsA,SM00851,MGS_2a,,SMART,7.1,14-107
OFBKKLGO_01147_dinG,SM00487,ultradead3,,SMART,7.1,253-525
OFBKKLGO_01147_dinG,SM00479,exoiiiendus,,SMART,7.1,5-172
OFBKKLGO_01147_dinG,SM00491,Cxpdneu3,,SMART,7.1,762-896
OFBKKLGO_01153_nth,SM00525,ccc3,,SMART,7.1,188-208
OFBKKLGO_01153_nth,SM00478,endo3end,,SMART,7.1,39-187
OFBKKLGO_01172_rlmL,SM00981,THUMP_a_2,,SMART,7.1,70-169
OFBKKLGO_01176_yoaA,SM00491,Cxpdneu3,,SMART,7.1,497-618
OFBKKLGO_01387_ypcP,SM00279,HhH_4,,SMART,7.1,176-211
OFBKKLGO_01387_ypcP,SM00475,53exo3,,SMART,7.1,3-264
OFBKKLGO_01395_cspD,SM00357,csp_8,,SMART,7.1,3-66
OFBKKLGO_01438_scoB_2,SM00882,CoA_trans_3,,SMART,7.1,9-205
OFBKKLGO_01448_pgpB,SM00014,acid_phosph_2,,SMART,7.1,78-191
OFBKKLGO_01455_ctpA,SM00228,pdz_new,,SMART,7.1,104-175
OFBKKLGO_01455_ctpA,SM00245,tsp_4,,SMART,7.1,176-364
OFBKKLGO_01478_group_6042,SM00382,AAA_5,,SMART,7.1,56-202
OFBKKLGO_01479_group_6043,SM00327,VWA_4,,SMART,7.1,442-633
OFBKKLGO_01480_odhA,SM00861,Transket_pyr_3,,SMART,7.1,595-791
OFBKKLGO_01499_recQ,SM00487,ultradead3,,SMART,7.1,14-210
OFBKKLGO_01499_recQ,SM00341,hrdc7,,SMART,7.1,514-592
OFBKKLGO_01499_recQ,SM00956,RQC_2,,SMART,7.1,406-509
OFBKKLGO_01499_recQ,SM00490,helicmild6,,SMART,7.1,244-325
OFBKKLGO_01500_yocH,SM00257,LysM_2,,SMART,7.1,27-70;79-122
OFBKKLGO_01507_czrA,SM00418,arsrmega2,,SMART,7.1,27-105
OFBKKLGO_01528_ucpA,SM00822,PKS_KR,This enzymatic domain is part of bacterial polyketide synthases and catalyses the first step in the reductive modification of the beta-carbonyl centres in the growing polyketide chain. It uses NADPH to reduce the keto group to a hydroxy group.,SMART,7.1,7-191
OFBKKLGO_01531_proB_2,SM00359,pua_5,,SMART,7.1,281-355
OFBKKLGO_01539_hlyU,SM00418,arsrmega2,,SMART,7.1,5-98
OFBKKLGO_01554_cfiB,SM00878,Biotin_carb_C_2,,SMART,7.1,336-441
OFBKKLGO_01566_bioB,SM00729,MiaB,,SMART,7.1,55-263
OFBKKLGO_01566_bioB,SM00876,BATS_2,,SMART,7.1,231-321
OFBKKLGO_01586_parC,SM00434,topIV4,,SMART,7.1,10-463
OFBKKLGO_01587_parE,SM00387,HKATPase_4,,SMART,7.1,34-178
OFBKKLGO_01587_parE,SM00433,topII5,,SMART,7.1,38-634
OFBKKLGO_01588_yccU,SM00881,CoA_binding_2,,SMART,7.1,12-105
OFBKKLGO_01589_plsY,SM01207,G3P_acyltransf_2,,SMART,7.1,8-183
OFBKKLGO_01602_cheY_2,SM00448,REC_2,,SMART,7.1,2-114
OFBKKLGO_01607_tkt,SM00861,Transket_pyr_3,,SMART,7.1,354-525
OFBKKLGO_01609_yneB,SM00857,resolvase_6,,SMART,7.1,3-149
OFBKKLGO_01610_yneA,SM00257,LysM_2,,SMART,7.1,37-88
OFBKKLGO_01637_adh,SM00829,PKS_ER_names_mod,,SMART,7.1,8-334
OFBKKLGO_01657_glnA,SM01230,Gln_synt_C_2,,SMART,7.1,105-354
OFBKKLGO_01658_glnR,SM00422,merrmega3,,SMART,7.1,12-80
OFBKKLGO_01696_baeC,SM00827,PKS_AT,Acyl transferase domain in polyketide synthase (PKS) enzymes.,SMART,7.1,5-289
OFBKKLGO_01697_baeB,SM00849,Lactamase_B_5a,,SMART,7.1,23-186
OFBKKLGO_01698_mutL,SM00853,MutL_C_2,,SMART,7.1,439-581
OFBKKLGO_01698_mutL,SM01340,DNA_mis_repair_2,,SMART,7.1,208-326
OFBKKLGO_01699_mutS,SM00533,DNAend,,SMART,7.1,271-579
OFBKKLGO_01699_mutS,SM00534,mutATP5,,SMART,7.1,596-783
OFBKKLGO_01702_miaB,SM00729,MiaB,,SMART,7.1,211-429
OFBKKLGO_01704_tdh_1,SM00829,PKS_ER_names_mod,,SMART,7.1,17-346
OFBKKLGO_01707_rny,SM00471,hd_13,,SMART,7.1,331-437
OFBKKLGO_01707_rny,SM00322,kh_6,,SMART,7.1,207-274
OFBKKLGO_01709_recA,SM00382,AAA_5,,SMART,7.1,56-227
OFBKKLGO_01710_cinA,SM00852,MoCF_biosynth_3a,,SMART,7.1,8-175
OFBKKLGO_01719_slyA_2,SM00347,marrlong4,,SMART,7.1,29-129
OFBKKLGO_01721_nagR_1,SM00866,UTRA_2,,SMART,7.1,95-233
OFBKKLGO_01721_nagR_1,SM00345,gntr3,,SMART,7.1,14-73
OFBKKLGO_01725_rnjB,SM00849,Lactamase_B_5a,,SMART,7.1,32-227
OFBKKLGO_01726_dapA_2,SM01130,DHDPS_2,,SMART,7.1,2-289
OFBKKLGO_01728_asd,SM00859,Semialdhyde_dh_3,,SMART,7.1,6-121
OFBKKLGO_01734_pnp_2,SM00322,kh_6,,SMART,7.1,553-618
OFBKKLGO_01734_pnp_2,SM00316,S1_6,,SMART,7.1,621-691
OFBKKLGO_01735_rpsO,SM01387,Ribosomal_S15_2,,SMART,7.1,8-88
OFBKKLGO_01736_ribF,SM00904,Flavokinase_2,,SMART,7.1,185-312
OFBKKLGO_01743_nusA,SM00316,S1_6,,SMART,7.1,133-199
OFBKKLGO_01743_nusA,SM00322,kh_6,,SMART,7.1,229-301;302-360
OFBKKLGO_01747_rasP,SM00228,pdz_new,,SMART,7.1,188-258
OFBKKLGO_01759_cheW,SM00260,chew_2,,SMART,7.1,6-143
OFBKKLGO_01760_cheA,SM00073,hpt_2,,SMART,7.1,3-100
OFBKKLGO_01760_cheA,SM00387,HKATPase_4,,SMART,7.1,397-540
OFBKKLGO_01760_cheA,SM00260,chew_2,,SMART,7.1,532-671
OFBKKLGO_01760_cheA,SM01231,H_kinase_dim_2,,SMART,7.1,292-352
OFBKKLGO_01761_cheB,SM00448,REC_2,,SMART,7.1,2-125
OFBKKLGO_01770_cheY_1,SM00448,REC_2,,SMART,7.1,3-115
OFBKKLGO_01779_yscN,SM00382,AAA_5,,SMART,7.1,157-338
OFBKKLGO_01788_clpY,SM00382,AAA_5,,SMART,7.1,51-360
OFBKKLGO_01788_clpY,SM01086,ClpB_D2_small_2,,SMART,7.1,359-453
OFBKKLGO_01792_topA,SM00437,topIaneu2,,SMART,7.1,242-510
OFBKKLGO_01792_topA,SM00493,toprim5,,SMART,7.1,3-103
OFBKKLGO_01792_topA,SM00436,topIban2,,SMART,7.1,104-192
OFBKKLGO_01794_sucD,SM00881,CoA_binding_2,,SMART,7.1,4-100
OFBKKLGO_01807_ffh,SM00382,AAA_5,,SMART,7.1,100-275
OFBKKLGO_01807_ffh,SM00963,SRP54_N_2,,SMART,7.1,2-87
OFBKKLGO_01807_ffh,SM00962,SRP54_3,,SMART,7.1,101-297
OFBKKLGO_01809_ftsY,SM00963,SRP54_N_2,,SMART,7.1,22-103
OFBKKLGO_01809_ftsY,SM00382,AAA_5,,SMART,7.1,119-320
OFBKKLGO_01809_ftsY,SM00962,SRP54_3,,SMART,7.1,120-321
OFBKKLGO_01810_smc_3,SM00968,SMC_hinge_2,,SMART,7.1,518-637
OFBKKLGO_01811_rnc,SM00535,riboneu5,,SMART,7.1,35-170
OFBKKLGO_01811_rnc,SM00358,DRBM_3,,SMART,7.1,176-243
OFBKKLGO_01813_fabG_1,SM00822,PKS_KR,This enzymatic domain is part of bacterial polyketide synthases and catalyses the first step in the reductive modification of the beta-carbonyl centres in the growing polyketide chain. It uses NADPH to reduce the keto group to a hydroxy group.,SMART,7.1,5-185
OFBKKLGO_01814_fabD,SM00827,PKS_AT,Acyl transferase domain in polyketide synthase (PKS) enzymes.,SMART,7.1,7-314
OFBKKLGO_01817_recG,SM00490,helicmild6,,SMART,7.1,488-573
OFBKKLGO_01817_recG,SM00487,ultradead3,,SMART,7.1,253-442
OFBKKLGO_01820_group_4680,SM01120,Dak2_2,,SMART,7.1,36-201
OFBKKLGO_01820_group_4680,SM01121,Dak1_2_2,,SMART,7.1,239-555
OFBKKLGO_01826_prkC,SM00220,serkin_6,,SMART,7.1,11-271
OFBKKLGO_01826_prkC,SM00740,2pasta,,SMART,7.1,354-422;491-557;423-490
OFBKKLGO_01834_rpoZ,SM01409,RNA_pol_Rpb6_2,,SMART,7.1,8-61
OFBKKLGO_01835_gmk,SM00072,gk_7,,SMART,7.1,12-195
OFBKKLGO_01838_yloB,SM00831,Cation_ATPase_N_a_2,,SMART,7.1,2-76
OFBKKLGO_01850_pyrF,SM00934,OMPdecase_2,,SMART,7.1,5-230
OFBKKLGO_01853_carB_2,SM00851,MGS_2a,,SMART,7.1,949-1036
OFBKKLGO_01853_carB_2,SM01096,CPSase_L_D3_2,,SMART,7.1,420-540
OFBKKLGO_01854_carA_2,SM01097,CPSase_sm_chain_2,,SMART,7.1,1-131
OFBKKLGO_01862_rluD_2,SM00363,s4_6,,SMART,7.1,15-72
OFBKKLGO_01867_group_6128,SM00363,s4_6,,SMART,7.1,180-237
OFBKKLGO_01875_ylmA,SM00382,AAA_5,,SMART,7.1,27-220
OFBKKLGO_01881_ftsA,SM00842,FtsA._2,,SMART,7.1,7-194
OFBKKLGO_01889_spoVD,SM00740,2pasta,,SMART,7.1,580-638
OFBKKLGO_01890_pbpB,SM00740,2pasta,,SMART,7.1,590-650;651-707
OFBKKLGO_01912_hrp1_2,SM00116,cbs_1,,SMART,7.1,11-60;77-124
OFBKKLGO_01921_pycA,SM00878,Biotin_carb_C_2,,SMART,7.1,346-453
OFBKKLGO_01926_group_4697,SM00670,PIN_9,,SMART,7.1,3-135
OFBKKLGO_01930_typA,SM00838,EFG_C_a,,SMART,7.1,397-485
OFBKKLGO_01947_pdhB,SM00861,Transket_pyr_3,,SMART,7.1,4-179
OFBKKLGO_01954_rnjA,SM00849,Lactamase_B_5a,,SMART,7.1,21-215
OFBKKLGO_01958_sasA_1,SM00388,HisKA_10,,SMART,7.1,214-277
OFBKKLGO_01958_sasA_1,SM00086,pac_2,,SMART,7.1,149-191
OFBKKLGO_01958_sasA_1,SM00387,HKATPase_4,,SMART,7.1,320-426
OFBKKLGO_01958_sasA_1,SM00091,pas_2,,SMART,7.1,78-146
OFBKKLGO_01959_abh,SM00966,SpoVT_AbrB_2_a,,SMART,7.1,8-51
OFBKKLGO_01964_ybiT_3,SM00382,AAA_5,,SMART,7.1,26-228;344-525
OFBKKLGO_01969_lacR_2,SM01134,DeoRC_2,,SMART,7.1,73-233
OFBKKLGO_01969_lacR_2,SM00420,deor2,,SMART,7.1,6-58
OFBKKLGO_01971_yknY,SM00382,AAA_5,,SMART,7.1,30-217
OFBKKLGO_01977_moeA,SM00852,MoCF_biosynth_3a,,SMART,7.1,189-327
OFBKKLGO_01998_ykuI,SM00052,duf2_2,,SMART,7.1,1-241
OFBKKLGO_02002_ykuD,SM00257,LysM_2,,SMART,7.1,5-48
OFBKKLGO_02005_cheV,SM00260,chew_2,,SMART,7.1,14-149
OFBKKLGO_02005_cheV,SM00448,REC_2,,SMART,7.1,175-297
OFBKKLGO_02013_mcpC,SM00283,MA_2,,SMART,7.1,416-677
OFBKKLGO_02013_mcpC,SM00304,HAMP_11,,SMART,7.1,335-387
OFBKKLGO_02019_glcT,SM01061,CAT_RBD_2,,SMART,7.1,5-63
OFBKKLGO_02037_clpE,SM01086,ClpB_D2_small_2,,SMART,7.1,608-695
OFBKKLGO_02037_clpE,SM00382,AAA_5,,SMART,7.1,110-254;437-609
OFBKKLGO_02040_mhqR_2,SM00347,marrlong4,,SMART,7.1,28-128
OFBKKLGO_02041_kinD,SM00388,HisKA_10,,SMART,7.1,284-349
OFBKKLGO_02041_kinD,SM00387,HKATPase_4,,SMART,7.1,392-498
OFBKKLGO_02055_kinE,SM00388,HisKA_10,,SMART,7.1,517-581
OFBKKLGO_02055_kinE,SM00091,pas_2,,SMART,7.1,274-342;32-98;394-462;153-219
OFBKKLGO_02055_kinE,SM00387,HKATPase_4,,SMART,7.1,623-730
OFBKKLGO_02068_ku,SM00559,ku_4,,SMART,7.1,52-181
OFBKKLGO_02071_mhqR_1,SM00347,marrlong4,,SMART,7.1,33-133
OFBKKLGO_02074_tnrA,SM00422,merrmega3,,SMART,7.1,14-82
OFBKKLGO_02075_mgtE,SM00924,MgtE_N_2,,SMART,7.1,33-136
OFBKKLGO_02075_mgtE,SM00116,cbs_1,,SMART,7.1,143-196;207-255
