Query_ID,Accession,Name,Description,Library,Library Release,Start_End
OFBKKLGO_00181_group_3400,cd00212,PTS_IIB_glc,PTS_IIB_glc,CDD,3.17,8-84
OFBKKLGO_00182_murQ,cd05007,SIS_Etherase,SIS_Etherase,CDD,3.17,18-274
OFBKKLGO_00185_sigW,cd06171,Sigma70_r4,Sigma70_r4,CDD,3.17,130-181
OFBKKLGO_00189_glmM,cd05802,GlmM,GlmM,CDD,3.17,4-438
OFBKKLGO_00197_dkgB,cd06660,Aldo_ket_red,Aldo_ket_red,CDD,3.17,13-263
OFBKKLGO_00222_group_2645,cd00093,HTH_XRE,HTH_XRE,CDD,3.17,13-61
OFBKKLGO_00229_group_5798,cd01518,RHOD_YceA,RHOD_YceA,CDD,3.17,112-212
OFBKKLGO_00231_ilvE,cd01557,BCAT_beta_family,BCAT_beta_family,CDD,3.17,55-343
OFBKKLGO_00252_pcp,cd00501,Peptidase_C15,Peptidase_C15,CDD,3.17,3-196
OFBKKLGO_00254_emrY,cd17503,MFS_LmrB_MDR_like,MFS_LmrB_MDR_like,CDD,3.17,19-470
OFBKKLGO_00262_cwlK,cd14845,L-Ala-D-Glu_peptidase_like,L-Ala-D-Glu_peptidase_like,CDD,3.17,43-164
OFBKKLGO_00268_znuA,cd01017,AdcA,AdcA,CDD,3.17,35-316
OFBKKLGO_00269_znuC,cd03235,ABC_Metallic_Cations,ABC_Metallic_Cations,CDD,3.17,6-214
OFBKKLGO_00270_znuB,cd06550,TM_ABC_iron-siderophores_like,TM_ABC_iron-siderophores_like,CDD,3.17,7-247
OFBKKLGO_00271_group_1698,cd00347,Flavin_utilizing_monoxygenases,Flavin_utilizing_monoxygenases,CDD,3.17,2-54
OFBKKLGO_00271_group_1698,cd00347,Flavin_utilizing_monoxygenases,Flavin_utilizing_monoxygenases,CDD,3.17,167-214
OFBKKLGO_00272_yceC,cd06974,TerD_like,TerD_like,CDD,3.17,20-197
OFBKKLGO_00273_yceD_1,cd06974,TerD_like,TerD_like,CDD,3.17,20-189
OFBKKLGO_00274_yceD_2,cd06974,TerD_like,TerD_like,CDD,3.17,20-189
OFBKKLGO_00278_naiP,cd17316,MFS_SV2_like,MFS_SV2_like,CDD,3.17,13-387
OFBKKLGO_00280_opuAA,cd03294,ABC_Pro_Gly_Betaine,ABC_Pro_Gly_Betaine,CDD,3.17,10-278
OFBKKLGO_00280_opuAA,cd09831,CBS_pair_ABC_Gly_Pro_assoc,CBS_pair_ABC_Gly_Pro_assoc,CDD,3.17,283-394
OFBKKLGO_00281_opuAB,cd06261,TM_PBP2,TM_PBP2,CDD,3.17,90-265
OFBKKLGO_00283_scmP_1,cd08018,M20_Acy1_amhX-like,M20_Acy1_amhX-like,CDD,3.17,9-368
OFBKKLGO_00287_ldh_2,cd05291,HicDH_like,HicDH_like,CDD,3.17,7-312
OFBKKLGO_00294_nadE,cd00553,NAD_synthase,NAD_synthase,CDD,3.17,17-260
OFBKKLGO_00296_dgoT,cd17319,MFS_ExuT_GudP_like,MFS_ExuT_GudP_like,CDD,3.17,21-426
OFBKKLGO_00297_aroK,cd00464,SK,SK,CDD,3.17,13-182
OFBKKLGO_00301_putC,cd07124,ALDH_PutA-P5CDH-RocA,ALDH_PutA-P5CDH-RocA,CDD,3.17,5-515
OFBKKLGO_00309_yciC,cd03112,CobW-like,CobW-like,CDD,3.17,5-226
OFBKKLGO_00316_hxlB,cd05005,SIS_PHI,SIS_PHI,CDD,3.17,4-182
OFBKKLGO_00326_tcyC,cd03262,ABC_HisP_GlnQ,ABC_HisP_GlnQ,CDD,3.17,2-218
OFBKKLGO_00327_tcyB,cd06261,TM_PBP2,TM_PBP2,CDD,3.17,32-219
OFBKKLGO_00328_tcyA,cd13711,PBP2_Ngo0372_TcyA,PBP2_Ngo0372_TcyA,CDD,3.17,43-263
OFBKKLGO_00329_gltC_1,cd05466,PBP2_LTTR_substrate,PBP2_LTTR_substrate,CDD,3.17,94-290
OFBKKLGO_00334_dtpT,cd17346,MFS_DtpA_like,MFS_DtpA_like,CDD,3.17,22-462
OFBKKLGO_00340_ntaA,cd01095,Nitrilotriacetate_monoxgenase,Nitrilotriacetate_monoxgenase,CDD,3.17,7-416
OFBKKLGO_00341_scmL,cd04301,NAT_SF,NAT_SF,CDD,3.17,53-108
OFBKKLGO_00342_yxeM,cd13709,PBP2_YxeM,PBP2_YxeM,CDD,3.17,32-258
OFBKKLGO_00343_yxeN,cd06261,TM_PBP2,TM_PBP2,CDD,3.17,20-209
OFBKKLGO_00344_yxeO,cd03262,ABC_HisP_GlnQ,ABC_HisP_GlnQ,CDD,3.17,2-217
OFBKKLGO_00345_scmP_2,cd05669,M20_Acy1_YxeP-like,M20_Acy1_YxeP-like,CDD,3.17,8-381
OFBKKLGO_00347_lolD,cd03255,ABC_MJ0796_LolCDE_FtsE,ABC_MJ0796_LolCDE_FtsE,CDD,3.17,14-215
OFBKKLGO_00349_srrA_1,cd00156,REC,REC,CDD,3.17,4-115
OFBKKLGO_00349_srrA_1,cd00383,trans_reg_C,trans_reg_C,CDD,3.17,136-224
OFBKKLGO_00350_rcsC_1,cd16922,HATPase_EvgS-ArcB-TorS-like,HATPase_EvgS-ArcB-TorS-like,CDD,3.17,364-469
OFBKKLGO_00350_rcsC_1,cd00082,HisKA,HisKA,CDD,3.17,246-310
OFBKKLGO_00350_rcsC_1,cd06225,HAMP,HAMP,CDD,3.17,191-237
OFBKKLGO_00354_yclM,cd04916,ACT_AKiii-YclM-BS_2,ACT_AKiii-YclM-BS_2,CDD,3.17,384-449
OFBKKLGO_00354_yclM,cd04245,AAK_AKiii-YclM-BS,AAK_AKiii-YclM-BS,CDD,3.17,1-288
OFBKKLGO_00354_yclM,cd04911,ACT_AKiii-YclM-BS_1,ACT_AKiii-YclM-BS_1,CDD,3.17,307-382
OFBKKLGO_00355_yclN,cd06550,TM_ABC_iron-siderophores_like,TM_ABC_iron-siderophores_like,CDD,3.17,49-309
OFBKKLGO_00356_yclO,cd06550,TM_ABC_iron-siderophores_like,TM_ABC_iron-siderophores_like,CDD,3.17,40-308
OFBKKLGO_00357_yclP,cd03214,ABC_Iron-Siderophores_B12_Hemin,ABC_Iron-Siderophores_B12_Hemin,CDD,3.17,3-218
OFBKKLGO_00358_yclQ,cd01140,FatB,FatB,CDD,3.17,43-312
OFBKKLGO_00359_farB,cd17503,MFS_LmrB_MDR_like,MFS_LmrB_MDR_like,CDD,3.17,19-460
OFBKKLGO_00361_nfrA2,cd02146,NfsA_FRP,NfsA_FRP,CDD,3.17,4-227
OFBKKLGO_00363_group_3436,cd00090,HTH_ARSR,HTH_ARSR,CDD,3.17,18-84
OFBKKLGO_00364_gabR_1,cd07377,WHTH_GntR,WHTH_GntR,CDD,3.17,15-78
OFBKKLGO_00364_gabR_1,cd00609,AAT_like,AAT_like,CDD,3.17,109-464
OFBKKLGO_00366_gabD,cd07103,ALDH_F5_SSADH_GabD,ALDH_F5_SSADH_GabD,CDD,3.17,7-460
OFBKKLGO_00368_gdh,cd05358,GlcDH_SDR_c,GlcDH_SDR_c,CDD,3.17,5-257
OFBKKLGO_00373_mtlA,cd05567,PTS_IIB_mannitol,PTS_IIB_mannitol,CDD,3.17,389-475
OFBKKLGO_00374_mtlF,cd00211,PTS_IIA_fru,PTS_IIA_fru,CDD,3.17,4-139
OFBKKLGO_00378_ycsE,cd07516,HAD_Pase,HAD_Pase,CDD,3.17,12-246
OFBKKLGO_00389_ydhF,cd06660,Aldo_ket_red,Aldo_ket_red,CDD,3.17,9-293
OFBKKLGO_00390_mtlR,cd05568,PTS_IIB_bgl_like,PTS_IIB_bgl_like,CDD,3.17,413-497
OFBKKLGO_00391_lcfB_1,cd17631,FACL_FadD13-like,FACL_FadD13-like,CDD,3.17,19-494
OFBKKLGO_00392_ydaD_1,cd05355,SDR_c1,SDR_c1,CDD,3.17,1-259
OFBKKLGO_00400_topB,cd00186,TOP1Ac,TOP1Ac,CDD,3.17,154-586
OFBKKLGO_00400_topB,cd03362,TOPRIM_TopoIA_TopoIII,TOPRIM_TopoIA_TopoIII,CDD,3.17,3-147
OFBKKLGO_00403_group_954,cd10923,CE4_COG5298,CE4_COG5298,CDD,3.17,216-492
OFBKKLGO_00426_ydbD,cd01051,Mn_catalase,Mn_catalase,CDD,3.17,1-194
OFBKKLGO_00427_dctP,cd13674,PBP2_TRAP_SBP_like_1,PBP2_TRAP_SBP_like_1,CDD,3.17,46-344
OFBKKLGO_00428_dcuS_1,cd00130,PAS,PAS,CDD,3.17,222-289
OFBKKLGO_00428_dcuS_1,cd16915,HATPase_DpiB-CitA-like,HATPase_DpiB-CitA-like,CDD,3.17,423-525
OFBKKLGO_00429_dcuR_1,cd00156,REC,REC,CDD,3.17,6-118
OFBKKLGO_00439_ydbP,cd02947,TRX_family,TRX_family,CDD,3.17,8-101
OFBKKLGO_00442_cshA,cd18787,SF2_C_DEAD,SF2_C_DEAD,CDD,3.17,216-345
OFBKKLGO_00442_cshA,cd00268,DEADc,DEADc,CDD,3.17,14-205
OFBKKLGO_00448_alr,cd00430,PLPDE_III_AR,PLPDE_III_AR,CDD,3.17,9-367
OFBKKLGO_00451_rsbRA,cd07041,STAS_RsbR_RsbS_like,STAS_RsbR_RsbS_like,CDD,3.17,149-257
OFBKKLGO_00451_rsbRA,cd01067,Globin_like,Globin_like,CDD,3.17,6-130
OFBKKLGO_00452_rsbS,cd07041,STAS_RsbR_RsbS_like,STAS_RsbR_RsbS_like,CDD,3.17,6-112
OFBKKLGO_00453_rsbT,cd16934,HATPase_RsbT-like,HATPase_RsbT-like,CDD,3.17,14-130
OFBKKLGO_00455_rsbV,cd07043,STAS_anti-anti-sigma_factors,STAS_anti-anti-sigma_factors,CDD,3.17,16-100
OFBKKLGO_00456_rsbW,cd16936,HATPase_RsbW-like,HATPase_RsbW-like,CDD,3.17,43-141
OFBKKLGO_00457_sigB,cd06171,Sigma70_r4,Sigma70_r4,CDD,3.17,198-250
OFBKKLGO_00459_yhgF,cd05685,S1_Tex,S1_Tex,CDD,3.17,649-716
OFBKKLGO_00495_adhA,cd05283,CAD1,CAD1,CDD,3.17,15-345
OFBKKLGO_00496_adhR,cd01109,HTH_YyaN,HTH_YyaN,CDD,3.17,1-114
OFBKKLGO_00515_gldA,cd08170,GlyDH,GlyDH,CDD,3.17,8-358
OFBKKLGO_00516_bcr_1,cd17320,MFS_MdfA_MDR_like,MFS_MdfA_MDR_like,CDD,3.17,14-393
OFBKKLGO_00518_group_4465,cd00093,HTH_XRE,HTH_XRE,CDD,3.17,33-84
OFBKKLGO_00521_group_480,cd04782,HTH_BltR,HTH_BltR,CDD,3.17,9-105
OFBKKLGO_00532_pbuE_1,cd17324,MFS_NepI_like,MFS_NepI_like,CDD,3.17,5-372
OFBKKLGO_00535_pdhR,cd07377,WHTH_GntR,WHTH_GntR,CDD,3.17,10-75
OFBKKLGO_00536_yycB,cd17339,MFS_NIMT_CynX_like,MFS_NIMT_CynX_like,CDD,3.17,30-397
OFBKKLGO_00541_group_1719,cd01051,Mn_catalase,Mn_catalase,CDD,3.17,2-196
OFBKKLGO_00542_yndB,cd07814,SRPBCC_CalC_Aha1-like,SRPBCC_CalC_Aha1-like,CDD,3.17,21-155
OFBKKLGO_00543_yhfP,cd08289,MDR_yhfp_like,MDR_yhfp_like,CDD,3.17,5-330
OFBKKLGO_00544_iolT,cd17359,MFS_XylE_like,MFS_XylE_like,CDD,3.17,13-442
OFBKKLGO_00551_rimI,cd04301,NAT_SF,NAT_SF,CDD,3.17,47-108
OFBKKLGO_00554_moaC,cd01420,MoaC_PE,MoaC_PE,CDD,3.17,15-156
OFBKKLGO_00560_groS,cd00320,cpn10,cpn10,CDD,3.17,2-93
OFBKKLGO_00561_groL,cd03344,GroEL,GroEL,CDD,3.17,3-520
OFBKKLGO_00566_gutB_2,cd05285,sorbitol_DH,sorbitol_DH,CDD,3.17,11-351
OFBKKLGO_00568_scrK,cd01167,bac_FRK,bac_FRK,CDD,3.17,6-307
OFBKKLGO_00573_group_6873,cd03408,SPFH_like_u1,SPFH_like_u1,CDD,3.17,21-235
OFBKKLGO_00574_oatA,cd01840,SGNH_hydrolase_yrhL_like,SGNH_hydrolase_yrhL_like,CDD,3.17,493-641
OFBKKLGO_00576_sigV_1,cd06171,Sigma70_r4,Sigma70_r4,CDD,3.17,103-156
OFBKKLGO_00577_gutB_3,cd08233,butanediol_DH_like,butanediol_DH_like,CDD,3.17,1-344
OFBKKLGO_00585_group_4472,cd00009,AAA,AAA,CDD,3.17,29-177
OFBKKLGO_00588_guaA,cd01742,GATase1_GMP_Synthase,GATase1_GMP_Synthase,CDD,3.17,12-192
OFBKKLGO_00588_guaA,cd01997,GMP_synthase_C,GMP_synthase_C,CDD,3.17,223-515
OFBKKLGO_00589_sigV_2,cd06171,Sigma70_r4,Sigma70_r4,CDD,3.17,109-162
OFBKKLGO_00595_group_5863,cd16381,YitT_C_like_1,YitT_C_like_1,CDD,3.17,94-173
OFBKKLGO_00600_purB,cd01360,Adenylsuccinate_lyase_1,Adenylsuccinate_lyase_1,CDD,3.17,4-427
OFBKKLGO_00601_purC,cd01415,SAICAR_synt_PurC,SAICAR_synt_PurC,CDD,3.17,8-237
OFBKKLGO_00603_purQ,cd01740,GATase1_FGAR_AT,GATase1_FGAR_AT,CDD,3.17,3-216
OFBKKLGO_00604_purL,cd02203,PurL_repeat1,PurL_repeat1,CDD,3.17,43-369
OFBKKLGO_00604_purL,cd02204,PurL_repeat2,PurL_repeat2,CDD,3.17,445-702
OFBKKLGO_00605_purF,cd00715,GPATase_N,GPATase_N,CDD,3.17,12-262
OFBKKLGO_00605_purF,cd06223,PRTases_typeI,PRTases_typeI,CDD,3.17,273-382
OFBKKLGO_00606_purM,cd02196,PurM,PurM,CDD,3.17,36-333
OFBKKLGO_00607_purN,cd08645,FMT_core_GART,FMT_core_GART,CDD,3.17,3-185
OFBKKLGO_00608_purH,cd01421,IMPCH,IMPCH,CDD,3.17,4-191
OFBKKLGO_00609_purD,cd16964,YqgF,YqgF,CDD,3.17,75-137
OFBKKLGO_00613_yerA,cd01295,AdeC,AdeC,CDD,3.17,73-567
OFBKKLGO_00617_pcrB,cd02812,PcrB_like,PcrB_like,CDD,3.17,8-224
OFBKKLGO_00618_pcrA,cd17932,DEXQc_UvrD,DEXQc_UvrD,CDD,3.17,13-286
OFBKKLGO_00618_pcrA,cd18807,SF1_C_UvrD,SF1_C_UvrD,CDD,3.17,288-620
OFBKKLGO_00619_ligA,cd17748,BRCT_DNA_ligase_like,BRCT_DNA_ligase_like,CDD,3.17,596-664
OFBKKLGO_00619_ligA,cd00114,LIGANc,LIGANc,CDD,3.17,10-314
OFBKKLGO_00620_group_5871,cd13441,CamS_repeat_1,CamS_repeat_1,CDD,3.17,58-276
OFBKKLGO_00620_group_5871,cd13440,CamS_repeat_2,CamS_repeat_2,CDD,3.17,280-396
OFBKKLGO_00623_opuE,cd11475,SLC5sbd_PutP,SLC5sbd_PutP,CDD,3.17,6-469
OFBKKLGO_00630_rlmCD_1,cd02440,AdoMet_MTases,AdoMet_MTases,CDD,3.17,314-415
OFBKKLGO_00644_group_16093,cd01051,Mn_catalase,Mn_catalase,CDD,3.17,1-180
OFBKKLGO_00650_rsbRD_2,cd07041,STAS_RsbR_RsbS_like,STAS_RsbR_RsbS_like,CDD,3.17,166-274
OFBKKLGO_00659_ltaS1,cd16015,LTA_synthase,LTA_synthase,CDD,3.17,244-533
OFBKKLGO_00660_rfbF,cd02524,G1P_cytidylyltransferase,G1P_cytidylyltransferase,CDD,3.17,3-252
OFBKKLGO_00663_group_3468,cd00761,Glyco_tranf_GTA_type,Glyco_tranf_GTA_type,CDD,3.17,5-145
OFBKKLGO_00665_fsr,cd17478,MFS_FsR,MFS_FsR,CDD,3.17,26-397
OFBKKLGO_00667_yfmT,cd07151,ALDH_HBenzADH,ALDH_HBenzADH,CDD,3.17,14-478
OFBKKLGO_00670_group_6662,cd02511,Beta4Glucosyltransferase,Beta4Glucosyltransferase,CDD,3.17,4-185
OFBKKLGO_00674_ybiT_2,cd03221,ABCF_EF-3,ABCF_EF-3,CDD,3.17,329-512
